x, y, z, density
0.656208, -0.407391, -0.467768, 0.000000
0.314780, 0.131167, -0.567938, 1.000000
0.397020, 0.269852, 0.881296, 0.000000
0.873254, -0.844950, 0.453337, 0.000000
-0.215224, -0.667522, -0.589133, 0.000000
-0.483678, -0.738248, -0.753472, 0.000000
0.383820, 0.808059, 0.531947, 0.000000
-0.486018, 0.898476, -0.740086, 0.000000
0.661463, 0.690424, 0.105599, 0.000000
0.618817, -0.533329, 0.237411, 0.000000
-0.899904, 0.559571, 0.136637, 0.000000
-0.144108, -0.191778, 0.338961, 1.000000
-0.506117, 0.809024, 0.463586, 0.000000
0.114094, 0.616285, 0.777255, 0.000000
0.089339, -0.878932, -0.717768, 0.000000
-0.701966, 0.540839, 0.585023, 0.000000
-0.485339, -0.065586, 0.122541, 1.000000
-0.333845, 0.042007, -0.462351, 1.000000
0.865041, -0.797179, 0.670270, 0.000000
0.636525, -0.725696, 0.367062, 0.000000
0.571148, -0.377755, 0.123896, 1.000000
-0.791527, 0.302020, -0.352941, 0.000000
-0.481462, -0.139757, -0.239821, 1.000000
0.621051, 0.252926, 0.332229, 1.000000
0.096397, 0.149462, -0.273070, 1.000000
0.771367, -0.568947, 0.832508, 0.000000
-0.524869, -0.058662, 0.699491, 0.000000
0.469214, 0.489924, -0.299196, 1.000000
-0.421223, 0.483256, -0.554155, 0.000000
0.361090, -0.276873, -0.290881, 1.000000
0.589964, 0.403182, 0.834840, 0.000000
0.861710, 0.822419, -0.887891, 0.000000
0.779608, 0.466509, 0.464502, 0.000000
0.055447, -0.349175, 0.639373, 1.000000
0.186310, 0.608726, 0.072474, 1.000000
-0.132738, -0.494326, 0.090417, 1.000000
-0.123187, 0.328776, 0.277121, 1.000000
-0.006016, 0.713133, -0.467374, 0.000000
-0.871861, -0.164332, 0.622875, 0.000000
-0.866178, -0.264762, -0.403378, 0.000000
0.561248, 0.074850, 0.604848, 0.000000
-0.164174, -0.126349, 0.485849, 1.000000
0.737940, -0.679167, 0.113554, 0.000000
-0.519067, -0.502476, 0.516701, 0.000000
0.847198, -0.450567, 0.576164, 0.000000
-0.483528, 0.373052, -0.894728, 0.000000
0.169729, 0.187199, 0.673255, 1.000000
-0.197935, -0.647213, 0.411646, 1.000000
0.611533, -0.731514, -0.594816, 0.000000
0.424412, -0.639481, -0.327240, 0.000000
-0.026035, -0.510212, -0.254064, 1.000000
-0.684433, 0.110438, 0.783749, 0.000000
-0.375130, 0.487049, 0.734164, 0.000000
0.062478, -0.597925, -0.736901, 0.000000
0.861207, -0.474971, -0.392492, 0.000000
-0.159036, 0.530871, -0.335867, 1.000000
0.558263, -0.131016, 0.216390, 1.000000
0.382248, -0.606901, -0.264152, 1.000000
0.379668, 0.655652, 0.879497, 0.000000
-0.638626, 0.149270, 0.771805, 0.000000
0.541911, 0.792917, -0.481991, 0.000000
-0.467777, -0.154971, -0.365036, 1.000000
-0.391516, -0.612109, -0.469463, 0.000000
-0.062743, -0.331351, 0.441017, 1.000000
0.579198, -0.816368, -0.008214, 0.000000
0.313680, -0.492154, 0.016868, 1.000000
0.682287, -0.278738, 0.609749, 0.000000
0.505323, -0.329106, -0.708102, 0.000000
-0.575229, -0.853575, 0.490256, 0.000000
-0.551331, -0.682471, 0.106725, 0.000000
-0.378547, 0.095537, 0.424847, 1.000000
0.266434, -0.802754, -0.037786, 0.000000
0.499863, 0.428721, -0.573440, 0.000000
0.609392, 0.717981, -0.156949, 0.000000
0.762921, -0.522630, -0.663384, 0.000000
-0.252908, 0.013135, -0.722897, 1.000000
-0.892333, 0.075948, 0.361529, 0.000000
-0.449949, -0.092035, -0.706074, 0.000000
0.845826, 0.558210, 0.396530, 0.000000
-0.241843, 0.657765, -0.847816, 0.000000
-0.048224, 0.584167, -0.814709, 0.000000
-0.672595, -0.205593, -0.480365, 0.000000
0.535785, -0.380555, -0.179829, 1.000000
0.319657, 0.310334, 0.869433, 0.000000
-0.560707, -0.476858, -0.182903, 1.000000
0.744357, -0.584226, 0.695178, 0.000000
0.043096, -0.714012, -0.538841, 0.000000
0.037242, -0.708608, 0.071211, 1.000000
0.292716, -0.754411, 0.871569, 0.000000
-0.709174, 0.855854, -0.406578, 0.000000
-0.570322, 0.327400, 0.173898, 1.000000
-0.746247, 0.361837, -0.694783, 0.000000
-0.119991, -0.661860, 0.228267, 1.000000
0.098380, 0.211815, 0.068839, 1.000000
-0.700060, -0.864770, -0.443557, 0.000000
0.594197, 0.690352, -0.117763, 0.000000
-0.894425, 0.828118, -0.160135, 0.000000
-0.725158, -0.520063, 0.133150, 0.000000
0.409968, -0.530095, 0.409634, 1.000000
-0.804752, 0.191724, 0.766197, 0.000000
-0.403998, -0.176902, -0.618011, 1.000000
0.876552, -0.255325, -0.836401, 0.000000
-0.717896, 0.647833, -0.316607, 0.000000
-0.573496, 0.085509, 0.018563, 1.000000
-0.022753, 0.564757, 0.396877, 1.000000
0.002758, 0.026871, -0.698346, 1.000000
-0.484375, 0.459001, -0.777525, 0.000000
-0.472951, 0.158805, 0.144254, 1.000000
0.622723, 0.466081, -0.279172, 0.000000
0.031443, 0.650921, 0.488302, 1.000000
0.628349, -0.310111, 0.093250, 1.000000
-0.483958, 0.612389, 0.553499, 0.000000
-0.125969, -0.172130, 0.666390, 1.000000
-0.295262, -0.711060, 0.430609, 0.000000
-0.845189, 0.583622, -0.012979, 0.000000
-0.828733, -0.271923, 0.207472, 0.000000
-0.376805, -0.135502, 0.490919, 1.000000
0.522874, -0.140918, -0.771048, 0.000000
0.151550, 0.894406, 0.726120, 0.000000
0.270069, 0.071494, -0.333035, 1.000000
-0.683103, -0.616483, 0.605439, 0.000000
-0.216584, -0.062690, 0.177222, 1.000000
0.574018, -0.635643, -0.221711, 0.000000
-0.534663, -0.539043, 0.264036, 1.000000
-0.015033, -0.423143, 0.536721, 1.000000
0.700590, 0.816466, 0.183107, 0.000000
-0.590053, -0.222342, -0.204065, 1.000000
-0.002755, 0.482086, 0.870488, 0.000000
0.836996, 0.199633, 0.329378, 0.000000
-0.768896, -0.623684, -0.788408, 0.000000
-0.658973, 0.153005, 0.307068, 1.000000
0.106239, 0.431914, -0.420740, 1.000000
-0.574996, -0.562467, 0.544969, 0.000000
-0.093470, 0.566459, 0.729105, 0.000000
-0.117566, 0.782775, 0.299713, 0.000000
0.753252, -0.564796, 0.310189, 0.000000
-0.580055, 0.556156, -0.875308, 0.000000
0.527576, 0.146811, -0.561856, 1.000000
0.830570, -0.528780, 0.317628, 0.000000
-0.108857, -0.542334, -0.247965, 1.000000
0.426032, 0.263708, -0.526380, 1.000000
-0.226130, -0.088950, -0.490926, 1.000000
-0.007995, 0.320190, 0.502753, 1.000000
0.236452, -0.446458, 0.460078, 1.000000
0.856246, -0.490637, 0.732463, 0.000000
0.219004, -0.605304, 0.259226, 1.000000
0.771453, 0.582793, 0.543783, 0.000000
-0.032923, -0.210248, -0.400879, 1.000000
-0.348678, -0.179347, 0.357467, 1.000000
-0.155660, -0.411885, -0.567418, 1.000000
-0.574190, -0.564270, 0.773720, 0.000000
-0.469517, -0.262898, 0.617156, 1.000000
-0.820104, 0.686864, 0.431126, 0.000000
0.053977, 0.234688, 0.551394, 1.000000
-0.240189, 0.127666, 0.048669, 1.000000
0.088156, -0.560003, 0.598366, 0.000000
0.256757, -0.175350, -0.163916, 1.000000
-0.573984, -0.752677, -0.465049, 0.000000
-0.009699, 0.288248, 0.779926, 0.000000
-0.288079, 0.804936, 0.073508, 0.000000
-0.183848, -0.808760, 0.792316, 0.000000
-0.214080, -0.887016, 0.373305, 0.000000
-0.529439, 0.061996, 0.574766, 1.000000
0.190758, 0.676809, -0.574794, 0.000000
0.206772, -0.504077, 0.140929, 1.000000
-0.033426, 0.599870, 0.493156, 1.000000
0.766557, 0.156140, -0.095514, 1.000000
0.635122, 0.146976, 0.807881, 0.000000
-0.209795, -0.695020, 0.560316, 0.000000
0.070495, -0.610117, 0.080402, 1.000000
-0.713104, 0.822412, 0.260014, 0.000000
-0.150819, -0.282880, 0.232329, 1.000000
-0.538143, 0.079150, 0.280335, 1.000000
0.385651, 0.498954, 0.039291, 1.000000
-0.036140, -0.254928, -0.369905, 1.000000
0.664358, -0.308844, -0.372545, 0.000000
-0.667649, 0.574621, -0.652843, 0.000000
0.382683, 0.678966, 0.087982, 1.000000
-0.755003, -0.542628, -0.154216, 0.000000
0.293523, -0.424103, 0.047513, 1.000000
0.747206, 0.118188, 0.499970, 0.000000
0.547122, -0.371290, 0.797522, 0.000000
0.453025, 0.685315, -0.040000, 0.000000
0.716443, 0.805758, 0.763473, 0.000000
0.652696, -0.293834, 0.608112, 0.000000
0.500737, -0.169047, 0.592171, 1.000000
-0.686063, 0.832936, -0.114456, 0.000000
0.687661, 0.780465, -0.603025, 0.000000
0.553062, -0.217710, -0.750411, 0.000000
-0.267413, -0.581845, 0.022163, 1.000000
-0.268228, 0.369153, -0.248335, 1.000000
0.379194, 0.794613, 0.006883, 0.000000
0.278568, 0.458288, 0.180225, 1.000000
0.015825, 0.109065, -0.170819, 1.000000
0.623613, -0.126079, 0.340569, 1.000000
-0.279678, -0.024314, -0.534674, 1.000000
0.123254, -0.720707, 0.563109, 0.000000
0.388430, -0.392922, -0.594732, 1.000000
0.049759, 0.728501, 0.576973, 0.000000
-0.303242, 0.753485, -0.279102, 0.000000
-0.055264, 0.144985, -0.528235, 1.000000
-0.891190, 0.778608, 0.040842, 0.000000
-0.615475, 0.899912, -0.115683, 0.000000
0.297974, -0.855609, -0.078510, 0.000000
-0.890101, -0.846042, -0.186816, 0.000000
0.326460, 0.731577, -0.482993, 0.000000
0.010170, -0.799212, 0.277928, 0.000000
-0.234753, 0.277990, 0.898301, 0.000000
0.127639, 0.386792, -0.739606, 0.000000
0.674587, -0.549420, -0.373059, 0.000000
0.838804, 0.853749, 0.143300, 0.000000
-0.562419, 0.855971, 0.719112, 0.000000
-0.371421, 0.255944, -0.609489, 1.000000
-0.150114, 0.739328, 0.151490, 1.000000
0.185574, 0.442884, 0.142079, 1.000000
0.283849, 0.647296, -0.503243, 0.000000
-0.506262, -0.507224, 0.625418, 0.000000
0.303023, -0.506815, 0.638622, 0.000000
-0.473496, -0.520291, -0.790929, 0.000000
-0.859093, 0.831367, -0.259280, 0.000000
0.632736, 0.337797, 0.806548, 0.000000
-0.710928, -0.326196, -0.142903, 1.000000
0.038293, 0.013534, 0.354629, 1.000000
-0.025233, -0.497637, 0.106547, 1.000000
-0.749622, -0.172461, 0.507269, 0.000000
0.786914, 0.495506, 0.730030, 0.000000
0.239345, -0.832200, -0.267306, 0.000000
-0.875707, 0.764547, -0.588135, 0.000000
-0.888584, -0.052974, -0.034830, 0.000000
-0.520955, 0.021220, -0.715588, 0.000000
0.510345, -0.206618, -0.185581, 1.000000
-0.123935, -0.491335, -0.163787, 1.000000
0.476310, -0.432498, 0.489430, 1.000000
0.491096, -0.692905, -0.221310, 0.000000
-0.625424, 0.019776, 0.539106, 0.000000
0.236096, 0.006653, -0.688021, 1.000000
-0.118765, 0.248019, -0.329451, 1.000000
0.432702, 0.629122, 0.425636, 0.000000
0.141829, -0.255511, -0.026383, 1.000000
0.513716, -0.623297, -0.192897, 0.000000
-0.320237, -0.631718, 0.474845, 0.000000
-0.622379, -0.183868, -0.280533, 1.000000
-0.139555, -0.252244, -0.030157, 1.000000
0.758426, 0.737504, 0.481920, 0.000000
-0.457581, 0.885971, 0.236784, 0.000000
0.700496, -0.093227, -0.274436, 1.000000
0.194792, -0.310568, -0.803317, 0.000000
-0.322338, 0.779791, 0.421699, 0.000000
-0.311318, -0.555822, 0.273424, 1.000000
0.751486, 0.415538, 0.855042, 0.000000
-0.787054, 0.763928, 0.772825, 0.000000
0.493243, -0.644373, -0.360361, 0.000000
0.380250, -0.141264, 0.344238, 1.000000
0.394723, 0.437487, 0.664360, 0.000000
-0.867458, 0.839640, 0.086827, 0.000000
-0.197754, -0.312125, 0.689273, 1.000000
-0.844727, -0.848382, 0.802344, 0.000000
0.327183, 0.167105, -0.619751, 1.000000
0.578104, -0.335108, 0.244543, 1.000000
0.330644, 0.713030, 0.249371, 0.000000
-0.388666, -0.600984, -0.702330, 0.000000
0.523460, -0.149353, 0.199602, 1.000000
0.318401, 0.252299, 0.049955, 1.000000
0.550971, 0.515729, -0.738933, 0.000000
-0.691921, 0.766812, 0.759298, 0.000000
-0.009575, 0.864466, -0.284169, 0.000000
-0.700421, -0.673777, -0.380442, 0.000000
0.333055, -0.050613, 0.235016, 1.000000
-0.785768, 0.482832, 0.593217, 0.000000
-0.027142, -0.803490, 0.361332, 0.000000
0.172703, 0.541484, 0.208216, 1.000000
-0.066332, -0.235648, -0.104844, 1.000000
-0.511270, 0.466760, 0.545516, 0.000000
-0.813910, -0.196448, 0.329530, 0.000000
-0.408937, -0.391189, -0.389155, 1.000000
0.525373, 0.403212, 0.715489, 0.000000
-0.806176, -0.363154, 0.418339, 0.000000
-0.165898, 0.126175, -0.602402, 1.000000
-0.065467, 0.281109, 0.114432, 1.000000
0.861154, 0.011227, -0.380443, 0.000000
0.759926, 0.210832, -0.469811, 0.000000
0.161645, 0.826213, 0.046839, 0.000000
0.037440, -0.738122, 0.586902, 0.000000
-0.455867, -0.380999, -0.293777, 1.000000
-0.456501, 0.280437, -0.662003, 0.000000
-0.433215, -0.758114, 0.002489, 0.000000
-0.181706, 0.134033, 0.108380, 1.000000
-0.605682, 0.420285, 0.219839, 1.000000
0.121156, 0.238865, 0.051107, 1.000000
-0.064022, 0.147430, 0.402015, 1.000000
-0.096743, -0.722274, 0.723323, 0.000000
-0.169684, -0.111551, -0.786781, 0.000000
-0.052752, -0.466652, 0.074202, 1.000000
0.552221, 0.254279, -0.207561, 1.000000
-0.645468, -0.096369, -0.851765, 0.000000
0.857894, 0.847974, 0.205248, 0.000000
-0.526486, -0.760791, 0.329120, 0.000000
-0.322331, -0.637575, 0.331473, 1.000000
0.341452, 0.397980, -0.186957, 1.000000
-0.689095, -0.714534, 0.271882, 0.000000
0.686755, -0.426840, 0.620421, 0.000000
-0.718072, -0.223697, 0.087431, 1.000000
-0.316356, -0.535377, -0.588716, 0.000000
-0.646335, -0.388593, 0.391304, 0.000000
-0.112064, 0.706226, -0.472971, 0.000000
0.793476, 0.419623, 0.449464, 0.000000
-0.852854, -0.243621, 0.054843, 0.000000
-0.815300, -0.601242, 0.144838, 0.000000
-0.443440, -0.598693, 0.440682, 0.000000
-0.124719, 0.380902, 0.568046, 1.000000
0.506598, -0.449258, -0.436266, 1.000000
0.218805, -0.238247, -0.753829, 0.000000
-0.483789, -0.131325, 0.671858, 0.000000
-0.727783, 0.476733, -0.536057, 0.000000
-0.500418, -0.457504, -0.194103, 1.000000
0.205106, 0.803146, 0.700091, 0.000000
0.030069, -0.526909, 0.894324, 0.000000
0.792469, 0.155990, -0.156464, 0.000000
0.774617, 0.203199, -0.778537, 0.000000
0.722060, -0.388710, -0.210066, 0.000000
0.607795, -0.706129, 0.794765, 0.000000
0.510582, -0.707380, -0.800617, 0.000000
0.708023, 0.883058, 0.476490, 0.000000
0.216273, -0.623584, -0.031171, 1.000000
0.826461, -0.514838, 0.399184, 0.000000
-0.595616, -0.321917, 0.115359, 1.000000
-0.822800, 0.018112, 0.380530, 0.000000
-0.846476, -0.803822, -0.745050, 0.000000
0.212573, 0.005805, 0.266152, 1.000000
-0.009187, 0.358770, 0.804534, 0.000000
0.479734, 0.062565, 0.389073, 1.000000
0.148074, -0.656136, -0.243319, 1.000000
-0.560507, -0.070929, -0.750670, 0.000000
0.013944, 0.230705, -0.699266, 1.000000
0.220695, -0.404470, 0.304970, 1.000000
-0.406869, 0.770972, 0.261715, 0.000000
-0.777889, 0.154790, 0.076687, 1.000000
0.719752, 0.716115, 0.635135, 0.000000
0.062423, 0.419713, -0.079497, 1.000000
0.695274, 0.697086, -0.293883, 0.000000
0.246678, -0.638927, -0.567220, 0.000000
-0.342585, -0.532426, -0.441382, 1.000000
-0.226515, 0.420675, 0.719191, 0.000000
-0.141187, 0.180330, -0.571034, 1.000000
0.745931, -0.138422, -0.187426, 1.000000
-0.487404, 0.189715, -0.293472, 1.000000
-0.080784, -0.471490, 0.887921, 0.000000
-0.414908, 0.305573, 0.082058, 1.000000
-0.288336, 0.365081, 0.540962, 1.000000
0.648115, 0.372732, 0.179282, 1.000000
0.134096, -0.638534, 0.346723, 1.000000
0.718680, 0.036795, 0.357664, 1.000000
0.434192, 0.470350, 0.644724, 0.000000
-0.163836, 0.201798, 0.189608, 1.000000
-0.294635, 0.756662, 0.227433, 0.000000
0.834043, -0.028598, -0.621458, 0.000000
0.688508, -0.251739, -0.592438, 0.000000
-0.623350, 0.398330, 0.530639, 0.000000
0.666954, 0.561717, 0.534516, 0.000000
-0.120173, 0.594050, 0.237690, 1.000000
-0.187434, 0.339695, -0.585108, 1.000000
0.668648, -0.287074, -0.333356, 1.000000
0.557076, -0.539511, 0.749198, 0.000000
-0.549467, 0.609424, -0.769333, 0.000000
-0.092317, -0.096499, 0.032613, 1.000000
0.170560, -0.605663, -0.057947, 1.000000
-0.770870, -0.096640, 0.826024, 0.000000
0.850529, 0.168540, -0.141679, 0.000000
0.018052, -0.010579, -0.071348, 1.000000
0.531407, 0.855236, 0.476305, 0.000000
0.000309, -0.774410, 0.597936, 0.000000
0.057477, -0.285256, -0.808293, 0.000000
0.593891, 0.788074, 0.462450, 0.000000
0.500812, -0.628107, 0.022232, 1.000000
-0.496113, 0.411918, 0.307314, 1.000000
0.175322, -0.397651, -0.872672, 0.000000
-0.298512, 0.354636, 0.337656, 1.000000
0.852816, -0.792265, 0.624216, 0.000000
0.802096, 0.104133, -0.494839, 0.000000
-0.171970, 0.324979, -0.847699, 0.000000
-0.647192, -0.428821, 0.381131, 0.000000
-0.654335, -0.045602, -0.834827, 0.000000
0.788652, -0.542706, 0.117901, 0.000000
0.304793, 0.704686, 0.124950, 1.000000
0.833488, 0.771779, -0.322681, 0.000000
0.281768, -0.240647, 0.332766, 1.000000
0.491978, 0.174528, 0.359798, 1.000000
-0.076806, 0.470848, -0.341279, 1.000000
-0.757846, -0.780120, -0.117897, 0.000000
-0.534522, -0.858401, -0.530846, 0.000000
-0.792844, 0.412816, 0.111704, 0.000000
0.589071, -0.690729, -0.280785, 0.000000
0.356592, 0.184427, -0.231473, 1.000000
-0.177569, -0.729112, 0.665994, 0.000000
0.519019, -0.007900, 0.315235, 1.000000
-0.593951, -0.185439, -0.195452, 1.000000
-0.101944, 0.543772, -0.841072, 0.000000
0.213455, 0.152690, 0.683905, 1.000000
0.482615, -0.280521, -0.471583, 1.000000
-0.152544, -0.842786, -0.210682, 0.000000
-0.381819, 0.417411, 0.461734, 1.000000
-0.375652, -0.711517, 0.632692, 0.000000
-0.038197, -0.679758, -0.481727, 0.000000
-0.290077, 0.193825, 0.165437, 1.000000
0.641548, 0.771452, -0.416573, 0.000000
0.023503, 0.440970, -0.466434, 1.000000
-0.089469, 0.192322, -0.650241, 1.000000
-0.068841, 0.763308, -0.839647, 0.000000
-0.394026, 0.101686, -0.689251, 1.000000
-0.054827, -0.030158, -0.463399, 1.000000
-0.847057, 0.815727, -0.666555, 0.000000
0.629415, 0.050812, 0.334515, 1.000000
0.747645, 0.012453, 0.391503, 0.000000
-0.392331, 0.094613, 0.739024, 0.000000
-0.617700, -0.584556, -0.156515, 0.000000
0.054097, -0.575249, 0.630664, 0.000000
0.798142, 0.017492, 0.351569, 0.000000
0.062434, 0.864890, 0.895166, 0.000000
0.112737, -0.601691, -0.642747, 0.000000
-0.645723, 0.258331, 0.048726, 1.000000
-0.661532, 0.863480, 0.519052, 0.000000
-0.076403, -0.352939, -0.095956, 1.000000
-0.827619, -0.327006, -0.333000, 0.000000
-0.065432, 0.777938, 0.289689, 0.000000
-0.730345, -0.131766, 0.272763, 1.000000
0.489965, 0.068399, 0.567546, 1.000000
-0.197867, -0.467913, 0.778124, 0.000000
0.776801, 0.251574, -0.714475, 0.000000
0.110671, -0.543528, 0.373110, 1.000000
0.022513, 0.369757, 0.152988, 1.000000
-0.308132, -0.537377, 0.369494, 1.000000
-0.313245, 0.458284, -0.475005, 1.000000
-0.817307, -0.855673, 0.853224, 0.000000
-0.246308, -0.757513, 0.400331, 0.000000
-0.660954, -0.125576, 0.003356, 1.000000
-0.362855, -0.137155, -0.187423, 1.000000
-0.336662, -0.027537, 0.282254, 1.000000
0.368389, -0.182609, -0.652949, 1.000000
0.342532, 0.662115, 0.045167, 1.000000
0.576379, -0.150100, 0.645852, 0.000000
0.441192, 0.721152, -0.148613, 0.000000
-0.219034, 0.412977, 0.461450, 1.000000
-0.397420, -0.186772, -0.020178, 1.000000
0.150180, 0.098871, -0.729044, 1.000000
0.012279, -0.780605, 0.214318, 0.000000
-0.464699, -0.609670, -0.623050, 0.000000
-0.044928, 0.242672, 0.350519, 1.000000
0.389812, -0.864798, -0.634864, 0.000000
-0.608272, 0.815339, -0.151468, 0.000000
0.056637, 0.457297, -0.663115, 1.000000
0.065656, 0.607468, -0.202625, 1.000000
0.070971, 0.473432, 0.634660, 1.000000
0.893571, -0.424923, -0.726224, 0.000000
0.054111, -0.153097, 0.419135, 1.000000
0.306927, 0.044324, -0.064870, 1.000000
-0.647780, -0.578231, -0.001693, 0.000000
-0.231479, -0.859689, -0.728538, 0.000000
-0.764563, -0.796030, 0.759411, 0.000000
0.536210, 0.032228, 0.689354, 0.000000
0.358270, 0.297894, -0.119031, 1.000000
0.029416, -0.052719, -0.118266, 1.000000
0.679952, 0.403889, -0.049656, 1.000000
0.302184, -0.024939, -0.840364, 0.000000
-0.628628, 0.636228, 0.066422, 0.000000
0.717701, -0.418869, 0.524877, 0.000000
-0.074134, 0.382311, 0.670893, 1.000000
0.835380, 0.762057, -0.135757, 0.000000
0.464136, 0.194074, -0.439961, 1.000000
0.664518, -0.285659, -0.482154, 0.000000
-0.876897, -0.790165, 0.724821, 0.000000
0.177674, -0.203374, -0.756467, 1.000000
0.810752, -0.783451, 0.711203, 0.000000
0.007459, 0.134450, -0.305073, 1.000000
-0.320875, -0.450063, 0.748036, 0.000000
-0.549900, 0.579288, -0.484500, 0.000000
0.242555, -0.591967, 0.588935, 0.000000
-0.275371, 0.390968, 0.260716, 1.000000
0.772087, 0.781660, 0.197001, 0.000000
-0.389649, 0.860946, -0.218558, 0.000000
0.387761, 0.815443, -0.302614, 0.000000
0.237474, 0.631486, -0.520420, 0.000000
0.649058, -0.275838, -0.571656, 0.000000
-0.518487, 0.064048, -0.607116, 1.000000
0.664001, 0.802765, 0.505344, 0.000000
-0.495431, 0.580280, 0.027799, 1.000000
0.293778, 0.588399, 0.797829, 0.000000
0.591631, -0.235940, -0.350869, 1.000000
0.190516, 0.271332, 0.002439, 1.000000
0.182950, 0.558304, -0.230533, 1.000000
-0.807632, 0.766818, -0.703336, 0.000000
-0.563635, -0.225254, 0.136081, 1.000000
0.809439, 0.025354, -0.840192, 0.000000
-0.498620, -0.664335, -0.534580, 0.000000
0.180527, 0.467451, 0.571100, 1.000000
0.865292, -0.422317, 0.538333, 0.000000
0.866535, -0.779117, -0.560637, 0.000000
0.505464, -0.556496, -0.720619, 0.000000
0.276897, -0.697602, 0.470595, 0.000000
0.149799, 0.771969, 0.223721, 0.000000
-0.520695, 0.839800, 0.124617, 0.000000
0.382371, 0.351153, 0.275334, 1.000000
0.893376, 0.766344, -0.318950, 0.000000
-0.616297, 0.427008, 0.723555, 0.000000
0.002693, 0.427396, 0.839328, 0.000000
0.487325, 0.615803, -0.855098, 0.000000
0.049597, -0.199979, -0.253737, 1.000000
0.126935, -0.237073, -0.492377, 1.000000
-0.586143, -0.489733, -0.247158, 1.000000
-0.505343, -0.764207, 0.413899, 0.000000
0.159481, -0.063987, 0.076390, 1.000000
0.711027, -0.020901, -0.198399, 1.000000
0.414542, -0.758419, 0.093703, 0.000000
0.591633, -0.299139, -0.882264, 0.000000
0.076834, -0.246466, -0.870349, 0.000000
0.458207, 0.872034, 0.425164, 0.000000
-0.688344, -0.229496, 0.329813, 1.000000
0.258788, 0.349253, 0.607998, 1.000000
-0.123082, -0.682339, -0.597061, 0.000000
0.593166, 0.099171, 0.838032, 0.000000
-0.410517, 0.556888, 0.244991, 1.000000
-0.610575, -0.401823, -0.146494, 1.000000
-0.733614, 0.668213, 0.829788, 0.000000
-0.424445, -0.754015, 0.261994, 0.000000
0.383357, -0.757326, 0.355693, 0.000000
-0.543284, 0.806275, 0.094277, 0.000000
0.411381, -0.061476, 0.606620, 1.000000
0.090997, -0.540950, -0.538095, 1.000000
-0.523567, 0.573965, -0.080991, 1.000000
-0.463018, 0.787861, 0.627011, 0.000000
0.773965, 0.738497, -0.340296, 0.000000
0.869621, 0.275606, -0.565025, 0.000000
-0.113453, 0.652723, 0.010330, 1.000000
0.518972, -0.256830, -0.876803, 0.000000
-0.402129, 0.339954, 0.782524, 0.000000
0.319557, -0.078645, 0.636440, 1.000000
-0.887546, 0.030584, -0.241397, 0.000000
0.123135, -0.836867, -0.542371, 0.000000
0.389977, -0.325077, 0.559958, 1.000000
-0.467977, -0.532882, -0.805675, 0.000000
0.547208, 0.775916, 0.389247, 0.000000
0.184765, -0.199362, 0.588900, 1.000000
-0.817968, 0.204828, -0.151042, 0.000000
-0.234374, 0.772507, 0.732769, 0.000000
-0.787240, -0.559965, -0.376268, 0.000000
0.535304, 0.804606, -0.676378, 0.000000
-0.114373, -0.308633, -0.285776, 1.000000
0.036544, -0.284765, -0.490401, 1.000000
-0.725210, -0.858048, -0.119608, 0.000000
0.526577, -0.682302, -0.416409, 0.000000
0.128732, -0.357538, 0.075229, 1.000000
-0.598083, -0.186568, -0.514832, 1.000000
-0.479348, 0.775615, 0.520399, 0.000000
0.431885, -0.746009, -0.013239, 0.000000
0.146453, 0.751991, 0.230337, 1.000000
-0.065690, 0.760987, 0.389147, 0.000000
0.421070, 0.344958, 0.603087, 1.000000
-0.269426, 0.605214, -0.015514, 1.000000
0.141629, -0.404024, 0.827201, 0.000000
0.659000, -0.554893, -0.138113, 0.000000
-0.164403, -0.116171, -0.118755, 1.000000
-0.795965, -0.026003, -0.246774, 0.000000
0.396330, 0.332962, 0.175822, 1.000000
-0.027132, 0.671926, 0.383955, 1.000000
0.270764, 0.744195, 0.097129, 1.000000
-0.181783, 0.649953, 0.577135, 0.000000
0.643751, 0.695487, 0.092176, 0.000000
0.621090, 0.827248, 0.556981, 0.000000
0.654610, 0.134616, -0.174554, 1.000000
-0.039582, 0.770856, -0.512513, 0.000000
0.543620, 0.049886, 0.333182, 1.000000
-0.255017, -0.400679, 0.353189, 1.000000
0.342317, 0.678970, -0.359318, 0.000000
-0.888342, 0.236886, -0.690609, 0.000000
-0.617099, 0.877856, -0.816244, 0.000000
0.559860, -0.092084, -0.638440, 0.000000
0.566685, -0.176734, 0.415281, 1.000000
0.830389, -0.724256, -0.299170, 0.000000
-0.762382, 0.894875, 0.183311, 0.000000
-0.086150, -0.076939, 0.087892, 1.000000
0.887103, 0.621205, 0.230275, 0.000000
-0.054261, -0.869359, -0.036012, 0.000000
0.371131, 0.121833, 0.579075, 1.000000
0.063301, 0.334497, -0.843209, 0.000000
0.388066, -0.504616, -0.389513, 1.000000
-0.585879, -0.048118, 0.572079, 1.000000
0.358350, 0.642718, 0.004555, 1.000000
0.635587, -0.406132, -0.315221, 1.000000
0.280102, 0.820118, 0.197271, 0.000000
-0.340496, -0.859519, -0.432459, 0.000000
-0.131039, -0.247173, 0.257187, 1.000000
0.140977, -0.833145, 0.481661, 0.000000
-0.419883, -0.370265, 0.676808, 0.000000
0.611049, -0.418008, -0.745296, 0.000000
0.623627, 0.290112, -0.705473, 0.000000
-0.795639, 0.440370, -0.391154, 0.000000
